DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances)
19/06/2018;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN PARIS OPÉRA GRANDS BOULEVARDS;30-32 boulevard poissonnière;75009;PARIS;http://www.holidayinn.com/grands-blvds;-;238;119;-;-;-
20/06/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN PARIS PORTE DE CLICHY;2 rue du 8 mai 1945;92110;CLICHY;https://www.ihg.com/holidayinn/hotels/fr/fr/clichy/parpc/hoteldetail;-;524;262;-;-;-
13/07/2016;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN PARIS SAINT GERMAIN DES PRÈS;92 rue de Vaugirard;75006;PARIS;http://holiday-inn.com/paris-germain;-;281;134;-;-;-
10/01/2018;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN PARIS ÉLYSÉES;24 Rue de Miromesnil;75008;PARIS;www.hotelelyseesparis.com;-;81;43;-;-;-
20/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HOLIDAY INN PERPIGNAN;840 avenue d'Espagne;66000;PERPIGNAN;https://www.ihg.com/holidayinn/hotels/fr/fr/perpignan/pgfra/hoteldetail#;-;145;60;-;-;-
26/04/2018;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN REIMS;46 rue Buirette;51100;REIMS;https://www.ihg.com/holidayinn/hotels/fr/fr/reims/rhegc/hoteldetail#scmisc=nav_hoteldetail_hi;-;184;82;-;-;-
12/10/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN RESORT LE TOUQUET;513 avenue du Maréchal Foch;62520;LE TOUQUET-PARIS-PLAGE;https://www.hir-letouquet.com;-;250;88;-;-;-
23/11/2015;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN TOISON D'OR;1 place Marie de Bourgogne;21000;DIJON;https://www.ihg.com/holidayinn/hotels/us/en/dijon/dijfr/hoteldetail;-;282;141;-;-;-
18/04/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN TOULOUSE AÉROPORT;1 place de la révolution;31700;BLAGNAC;http://hitoulouseairport.com/;-;307;150;-;-;-
27/11/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOLIDAY INN VERSAILLES BOUGIVAL;10 rue Yvan Tourgueneff;78380;BOUGIVAL;https://www.ihg.com/holidayinn/hotels/fr/fr/paris/parvb/hoteldetail;-;507;219;-;-;-
20/01/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HOME MODERNE;61 rue Brancion;75015;PARIS;www.homemoderne.com;-;136;63;-;-;-
23/09/2015;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOR;160 rue La Fayette;75010;PARIS;www.hotel-hor.com;-;94;47;-;-;-
24/08/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HORIZON 117;Avenue Charles de Gaulle;09190;LORP-SENTARAILLE;http://www.horizon117.com;-;57;22;-;-;-
11/07/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HORSET OPÉRA;18 Rue d'Antin;75002;PARIS;http://www.horsetopera.com;-;106;54;-;-;-
16/11/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HORUS;2 rue des bruyères;33210;LANGON;http://www.hotel-restaurant-horus-sauternes.com/;-;64;32;-;-;-
21/12/2015;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOST & VINUM;34 Avenue du Roussillon;66140;CANET-EN-ROUSSILLON;http://www.hostetvinum.com;-;43;18;-;-;-
15/09/2015;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HOSTALRICH;156 avenue du Général de Gaulle;66500;PRADES;-;-;35;16;-;-;-
31/05/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HOTELIO;chemin Saint Hubert;34970;LATTES;http://www.inter-hotel.com/hotel/languedoc-rousillon/lattes/hotelio-montpellier-sud;-;127;59;-;-;-
15/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HOTELO;37 cours de verdun recamier;69002;LYON;www.hotelo-lyon.com;-;39;17;-;-;-
31/03/2016;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HOWARD PARIS ORLY;4 avenue Paul Vaillant Couturier;91550;PARAY-VIEILLE-POSTE;www.howardhotelorly.com;-;148;74;-;-;-
23/08/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HR;12 avenue du 9 Septembre;20250;CORTE;https://www.hotel-hr.com/;-;94;47;-;-;-
21/05/2019;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HUATIAN CHINAGORA;1 place du Confluent France-Chine;94140;ALFORTVILLE;www.huatian-chinagora.fr;-;376;187;-;-;-
06/11/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HUSSEREN LES CHÂTEAUX;Rue du Schlossberg;68420;HUSSEREN-LES-CHÂTEAUX;https://hotel-spa-collections.com/fr;-;88;38;-;-;-
22/02/2019;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HYATT CENTRIC LA ROSIÈRE;Les Eucherts;73700;MONTVALEZAN;https://larosiere.centric.hyatt.com/fr/hotel/home.html;-;148;69;-;-;-
26/06/2017;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL HYATT PARIS MADELEINE;24 boulevard Malesherbes;75008;PARIS;http://www.paris.madeleine.hyatt.fr;-;131;85;-;-;-
02/10/2019;HÔTEL DE TOURISME;5 étoiles;-;-;HÔTEL HYATT REGENCY NICE PALAIS DE LA MÉDITERRANÉE;13 Promenade des Anglais;06300;NICE;https://www.hyatt.com/fr-FR/hotel/france/hyatt-regency-nice-palais-de-la-mediterranee/ncehr;-;388;187;-;-;-
23/06/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HYATT REGENCY PARIS CHARLES DE GAULLE;351 avenue du bois de la pie;95700;ROISSY-EN-FRANCE;parischarlesdegaulle.regency.hyatt.com;-;1081;388;-;-;-
04/12/2018;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HYATT REGENCY PARIS ÉTOILE;3 place du Général Koenig;75017;PARIS;https://www.hyatt.com/fr-FR/hotel/france/hyatt-regency-paris-etoile/parhr;-;2032;995;-;-;-
02/08/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HÉLIANTHAL THALAZUR THALASSO & SPA SAINT-JEAN-DE-LUZ;Place Maurice Ravel;64500;SAINT-JEAN-DE-LUZ;https://www.thalazur.fr/hotel-helianthal/;-;281;100;-;-;-
14/05/2018;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HÉLIANTHE;5 rue Bernadette Soubirrous;65100;LOURDES;https://www.hotelhelianthe-lourdes.com;-;121;60;-;-;-
15/05/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HÉLIOS;22 AVENUE HOCHET;06160;JUAN LES PINS;http://www.hotelhelios.fr;-;136;64;-;-;-
29/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HÉLIOS;6 et 8 avenue Hélios;65100;LOURDES;http://www.hotelhelios-lourdes.fr/;-;73;30;-;-;-
17/05/2019;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HÉLIOS;île des Embiez;83140;SIX-FOURS-LES-PLAGES;http://www.lesilespaulricard.com/hebergement/hotel-helios/;-;123;61;-;-;-
14/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL HÉLIOS;12 rue du Labech;34300;AGDE;http://www.hotel-helios.com;-;92;40;-;-;-
18/07/2017;HÔTEL DE TOURISME;4 étoiles;-;-;HÔTEL HÉLIOS OPÉRA;75 rue de la victoire;75009;PARIS;http://www.opera-hotel-paris.fr/;-;90;42;-;-;-
19/07/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HÉLIOT;3 Rue Héliot;31000;TOULOUSE;http://www.hotel-heliot.com;-;30;12;-;-;-
09/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HÉRICLÉA;51 AVENUE LOUIS BALSAN;12100;MILLAU;http://hericlea-hotel-sport.webnode.fr/;-;14;7;-;-;-
04/08/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL HÉRITAGE;25 rue d'angoulême;16100;COGNAC;http://www.hheritage.com;-;40;19;-;-;-
15/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ABBEVILLE;234 ROUTE D'AMIENS;80100;ABBEVILLE;http://www.accorhotels.com/fr/hotel-0741-ibis-abbeville/index.shtml;-;130;65;-;-;-
22/01/2019;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AIX EN PROVENCE;CHEMIN DES INFIRMERIES;13100;AIX-EN-PROVENCE;https://ibisaixenprovence.business.site/;-;276;124;-;-;-
02/10/2015;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ALBERT;Parc d'activité Henri Potez;80300;ALBERT;http://www.ibishotel.com;-;114;57;-;-;-
04/01/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ALBI CENTRE;16 AVENUE GAMBETTA;81000;ALBI;http://www.ibis.com/fr/hotel-5914-ibis-albi/index.shtml;-;120;60;-;-;-
08/02/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ALENÇON;13 place auguste poulet malassis;61000;ALENÇON;http://www.accorhotels.com/fr/hotel-0982-ibis-alencon/index.shtml;-;108;52;-;-;-
11/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AMBOISE;Z.I. La Boitardière;37400;AMBOISE;https://all.accor.com/hotel/0908/index.fr.shtml;-;156;70;-;-;-
21/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AMIENS CENTRE CATHÉDRALE;4 rue du Maréchal De Lattre De Tassigny;80000;AMIENS;http://www.accorhotels.com/fr/hotel-0480-ibis-amiens-centre-cathedrale/index.shtml;-;188;94;-;-;-
29/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANGERS CENTRE CHÂTEAU;RUE DE LA POISSONNERIE;49000;ANGERS;http://www.accorhotels.com/fr/hotel-0848-ibis-angers-centre-chateau/index.shtml;-;195;95;-;-;-
30/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANGOULÊME NORD;46 RUE DES MENEAUX;16430;CHAMPNIERS;http://www.ibis.com/fr/hotel-1096-ibis-angouleme-nord/index.shtml;-;134;62;-;-;-
12/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANNECY CENTRE VIEILLE VILLE;12 rue de la gare;74000;ANNECY;http://www.accorhotels.com/fr/hotel-0538-ibis-annecy-centre-vieille-ville/index.shtml;-;177;85;-;-;-
15/06/2018;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANNECY CRAN GEVRIER;38 AVENUE DE LA RÉPUBLIQUE;74960;CRAN-GEVRIER;https://all.accor.com/hotel/B6I9/index.fr.shtml;-;138;58;-;-;-
18/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANNEMASSE;38 ROUTE DE GENEVE;74100;AMBILLY;http://www.accorhotels.com/fr/hotel-6232-ibis-annemasse/index.shtml;-;230;99;-;-;-
04/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ANTIBES SOPHIA ANTIPOLIS;502 rue albert caquot;06560;VALBONNE;http://www.accorhotels.com/fr/hotel-0711-ibis-antibes-sophia-antipolis/index.shtml;-;198;99;-;-;-
23/03/2021;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ARCACHON LA TESTE;1 impasse du Bosquet;33260;LA TESTE-DE-BUCH;https://all.accor.com/hotel/3576/index.fr.shtml#section-description;-;150;75;-;-;-
08/08/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ARCHAMPS PORTE DE GENÈVE;23 rue Ada Byron;74160;ARCHAMPS;https://www.accorhotels.com/fr/hotel-1178-ibis-archamps-porte-de-geneve/index.shtml;-;168;84;-;-;-
17/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS ARRAS CENTRE LES PLACES;11 rue de justice;62000;ARRAS;http://www.accorhotels.com/fr/hotel-1567-ibis-arras-centre-les-places/index.shtml;-;126;63;-;-;-
05/10/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AUBENAS VALS;42 route de montélimar;07200;AUBENAS;https://www.accorhotels.com/fr/hotel-1637-ibis-aubenas/index.shtml;-;142;63;-;-;-
12/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AUCH;Avenue Jean Jaurès;32000;AUCH;http://www.accorhotels.com/fr/hotel-3449-ibis-auch/index.shtml;-;105;51;-;-;-
17/02/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AULNAY PARIS NORD EXPO;65 RUE MICHEL ANGE;93600;AULNAY-SOUS-BOIS;http://www.accorhotels.com/fr/hotel-0776-ibis-aulnay-paris-nord-expo/index.shtml;-;140;70;-;-;-
16/02/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AURAY;2 avenue Roland Garros;56400;AURAY;http://www.accorhotels.com/fr/hotel-3435-ibis-auray/index.shtml;-;100;50;-;-;-
14/02/2018;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AURILLAC;9 allée Georges Pompidou;15000;AURILLAC;https://www.accorhotels.com/fr/hotel-9121-ibis-aurillac/index.shtml;-;106;49;-;-;-
24/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AUTUN;3 RUE LOUIS ARAGON;71400;AUTUN;http://www.accorhotels.com/fr/hotel-3232-ibis-autun/index.shtml;-;91;46;-;-;-
12/05/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AUXERRE CENTRE;1 avenue jean jaurès;89000;AUXERRE;http://www.accorhotels.com/fr/hotel-1361-ibis-auxerre-centre/index.shtml;-;103;50;-;-;-
28/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVALLON;33 rue de la Bergerie;89200;MAGNY;http://www.accorhotels.com/fr/hotel-1740-ibis-avallon/index.shtml;-;92;44;-;-;-
10/02/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVENUE D'ITALIE;15 BIS AVENUE D'ITALIE;75013;PARIS;www.accorhotels.com;-;244;122;-;-;-
19/10/2015;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVIGNON CENTRE GARE;42 Boulevard Saint-Roch;84000;AVIGNON;https://all.accor.com/hotel/0944/index.fr.shtml;-;417;98;-;-;-
06/06/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVIGNON CENTRE PONT DE L'EUROPE;12 BOULEVARD SAINT DOMINIQUE;84000;AVIGNON;http://www.accorhotels.com/fr/hotel-1362-ibis-avignon-centre-pont-de-l-europe/index.shtml;-;146;74;-;-;-
19/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVIGNON SUD;Route de Marseille;84140;AVIGNON;http://www.accorhotels.com/fr/hotel-0686-ibis-avignon-sud/index.shtml;-;214;93;-;-;-
05/01/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AVRANCHES BAIE DU MONT SAINT MICHEL;47 Rue des Estuaires;50220;SAINT-QUENTIN-SUR-LE-HOMME;http://www.accorhotels.com/fr/hotel-0882-ibis-avranches-baie-du-mont-saint-michel/index.shtml;-;145;66;-;-;-
29/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS AÉROPORT MARSEILLE PROVENCE;Les Salins;13700;MARIGNANE;http://www.accorhotels.com/fr/hotel-1093-ibis-marseille-provence-aeroport/index.shtml;-;250;125;-;-;-
30/03/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BAYEUX PORT-EN-BESSIN;12 Quai Baron Gérard;14520;PORT-EN-BESSIN-HUPPAIN;http://www.accorhotels.com/fr/hotel-6865-ibis-bayeux-port-en-bessin/index.shtml;-;149;62;-;-;-
03/04/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BAYONNE CENTRE;46 BOULEVARD ALSACE LORRAINE;64100;BAYONNE;www.ibis.com;-;174;87;-;-;-
27/07/2015;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BEAUNE CENTRE;7 rue Henry Dunant;21200;BEAUNE;http://www.ibishotel.com;-;374;73;-;-;-
15/06/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BEAUVAIS AÉROPORT;1 rue Jacques Goddet;60000;TILLÉ;http://www.accorhotels.com/fr/hotel-6889-ibis-beauvais-aeroport/index.shtml;-;163;78;-;-;-
07/12/2018;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BELFORT DANJOUTIN;13 rue du Docteur Eugène Jacquot;90400;DANJOUTIN;https://www.accorhotels.com/fr/hotel-0355-ibis-belfort-danjoutin/index.shtml;-;170;80;-;-;-
31/03/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BESANÇON CENTRE VILLE;21 rue Gambetta;25000;BESANÇON;http://www.accorhotels.com/gb/hotel-1364-ibis-besancon-centre-ville/index.shtml;-;105;49;-;-;-
21/04/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BESANÇON LA CITY;1 avenue Louise Michel;25000;BESANÇON;http://www.accorhotels.com/fr/hotel-3297-ibis-besancon-la-city/index.shtml;-;296;119;-;-;-
12/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BESANÇON MARCHAUX;Autoroute A 36;25640;MARCHAUX;http://www.accorhotels.com/fr/hotel-1147-ibis-besancon-marchaux/index.shtml;-;64;30;-;-;-
17/05/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BIARRITZ ANGLET AÉROPORT;64 avenue d'Espagne;64600;ANGLET;http://www.accorhotels.com/fr/hotel-0822-ibis-biarritz-anglet-aeroport/index.shtml;-;166;83;-;-;-
23/12/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BLOIS CENTRE CHÂTEAU;3 RUE PORTE CÔTE;41000;BLOIS;http://www.accorhotels.com/fr/hotel-0920-ibis-blois-centre-chateau/index.shtml;-;120;56;-;-;-
04/12/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BLOIS VALLÉE MAILLARD;15 rue de la Vallée Maillard;41000;BLOIS;https://all.accor.com/hotel/0599/index.fr.shtml;-;122;61;-;-;-
24/02/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX AÉROPORT;Avenue Apollo Parc Cadéra Sud;33700;MÉRIGNAC;http://www.accorhotels.com/fr/hotel-0600-ibis-bordeaux-aeroport/index.shtml;-;130;65;-;-;-
02/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX CENTRE BASTIDE;16 ALLEE SERR;33100;BORDEAUX;http://www.ibis.com/fr/hotel-6177-ibis-bordeaux-centre-bastide-cite-du-vin/index.shtml;-;184;92;-;-;-
01/03/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX CENTRE GARE SAINT JEAN;19 QUAI DE PALUDATE;33300;BORDEAUX;http://www.ibis.com/fr/hotel-1561-ibis-bordeaux-centre-gare-saint-jean/index.shtml;-;160;80;-;-;-
29/03/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX CENTRE GARE SAINT JEAN EURATLANTIQUE;28 rue Charles Domercq;33800;BORDEAUX;http://www.accorhotels.com/fr/hotel-A547-ibis-bordeaux-centre-gare-saint-jean-euratlantique/index.shtml;-;149;68;-;-;-
07/04/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX CENTRE MERIADECK;35 Cours du Maréchal Juin;33300;BORDEAUX;http://www.accorhotels.com/fr/hotel-0950-ibis-bordeaux-centre-meriadeck/index.shtml;-;701;209;-;-;-
24/02/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX LAC;RUE DU PETIT BARAIL;33300;BORDEAUX;http://www.accorhotels.com/fr/hotel-0356-ibis-bordeaux-lac/index.shtml;-;282;116;-;-;-
24/02/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX PESSAC;8 AVENUE ANTOINE BECQUEREL;33600;PESSAC;http://www.accorhotels.com/fr/hotel-0850-ibis-bordeaux-pessac/index.shtml;-;299;87;-;-;-
08/06/2018;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BORDEAUX SAINT-ÉMILION;Route de Castillon;33330;SAINT-ÉMILION;https://all.accor.com/hotel/8510/index.fr.shtml;-;112;56;-;-;-
07/08/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BOULOGNE SUR MER CENTRE LES PORTS;11 boulevard diderot;62200;BOULOGNE-SUR-MER;https://www.accorhotels.com/fr/hotel-0602-ibis-boulogne-sur-mer-centre-les-ports/index.shtml;-;168;79;-;-;-
20/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BOURG EN BRESSE;6 RUE DU MOULIN DE BROU;01000;BOURG-EN-BRESSE;https://www.accorhotels.com/fr/hotel-0603-ibis-bourg-en-bresse/index.shtml;-;120;60;-;-;-
30/10/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BOURG-EN-BRESSE JASSERON;610 allée bresse revermont;01250;JASSERON;https://www.accorhotels.com/fr/hotel-1761-ibis-bourg-jasseronteyssonge/index.shtml;-;68;32;-;-;-
11/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BOURGES;Rue Vladimir Jankelevitch;18000;BOURGES;https://all.accor.com/hotel/0819/index.fr.shtml;-;177;86;-;-;-
19/12/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BREST CENTRE;13 RUE DE SIAM;29200;BREST;http://www.accorhotels.com/fr/hotel-1369-ibis-brest-centre/index.shtml;-;158;71;-;-;-
15/11/2016;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BREST KERGARADEC;1 RUE AMIRAL ROMAIN DESFOSSES;29200;BREST;http://www.hotel-ibis-brest.com/;-;107;54;-;-;-
20/07/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BRIGNOLES PROVENCE VERTE;ANCIEN CHEMIN DU VAL;83170;BRIGNOLES;https://www.accorhotels.com/fr/hotel-1051-ibis-brignoles-provence-verte/index.shtml;-;103;47;-;-;-
17/10/2017;HÔTEL DE TOURISME;3 étoiles;-;-;HÔTEL IBIS BRIVE CENTRE;32 rue Marcelin Roche;19100;BRIVE-LA-GAILLARDE;https://www.accorhotels.com/fr/hotel-0814-ibis-brive-centre/index.shtml;-;125;61;-;-;-
07/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ABBEVILLE;zone industrielle rue rené dingeon;80132;VAUCHELLES-LES-QUESNOY;https://www.accorhotels.com/fr/hotel-3490-ibis-budget-abbeville/index.shtml;-;202;75;-;-;-
18/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AIX EN PROVENCE EST LE CANET;Lieu-dit le Canet;13590;MEYREUIL;https://www.accorhotels.com/fr/hotel-2549-ibis-budget-aix-en-provence-est-le-canet/index.shtml;-;204;68;-;-;-
08/12/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AIX EN PROVENCE LES MILLES;10 RUE DU LIEUTENANT PARAYRE;13290;AIX-EN-PROVENCE;http://www.ibis.com/fr/hotel-6372-ibis-budget-aix-en-provence-les-milles/index.shtml;-;162;80;-;-;-
06/02/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AIX LES BAINS NORD;51 rue Saint Eloi;73100;GRÉSY-SUR-AIX;http://www.accorhotels.com/fr/hotel-5033-ibis-budget-aix-les-bains-nord/index.shtml;-;163;58;-;-;-
25/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AIX-EN-PROVENCE EST SAINTE VICTOIRE;La Garderine;13590;MEYREUIL;http://www.accorhotels.com/fr/hotel-6676-ibis-budget-aix-en-provence-est-sainte-victoire/index.shtml;-;234;82;-;-;-
05/11/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AJACCIO;Rue des Magnolias;20000;AJACCIO;http://www.ibis.com/fr/hotel-8442-ibis-budget-ajaccio/index.shtml;-;210;80;-;-;-
30/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ALBERTVILLE;144 AVENUE GEORGES POMPIDOU;73200;GILLY-SUR-ISÈRE;http://www.accorhotels.com/fr/hotel-2586-ibis-budget-albertville/index.shtml;-;212;75;-;-;-
04/01/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ALBI CENTRE;14 RUE CASTELGINEST;81000;ALBI;http://www.accorhotels.com/fr/hotel-5602-ibis-budget-albi-centre/index.shtml;-;132;44;-;-;-
09/12/2015;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ALBI TERSSAC;30 chemin de Jean Thomas;81150;TERSSAC;http://www.ibis.com/fr/hotel-9780-ibis-budget-albi-terssac/index.shtml;-;136;68;-;-;-
29/06/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ALÈS SAINT CHRISTOL;85 Chemin de la Ferme;30380;SAINT-CHRISTOL-LÈS-ALÈS;http://www.accorhotels.com/fr/hotel-5035-ibis-budget-ales-saint-christol/index.shtml;-;118;44;-;-;-
16/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AMBOISE;1 RUE DU CLOS BOURGET;37400;AMBOISE;http://www.ibis.com/fr/hotel-6561-ibis-budget-amboise/index.shtml;-;216;72;-;-;-
19/02/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AMBÉRIEU-EN-BUGEY CHÂTEAU-GAILLARD;150 rue Pasteur;01500;CHÂTEAU-GAILLARD;https://all.accor.com/hotel/7412/index.fr.shtml#section-rooms;-;153;59;-;-;-
15/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AMIENS CENTRE GARE;15 rue dejean;80000;AMIENS;https://www.accorhotels.com/fr/hotel-A3P0-ibis-budget-amiens-centre-gare-/index.shtml;-;221;88;-;-;-
15/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANCENIS;630 rue de l'Industrie;44522;MÉSANGER;http://www.accorhotels.com/fr/hotel-6559-ibis-budget-ancenis/index.shtml;-;166;63;-;-;-
