DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances)
17/09/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU SURIZET;31 rue du Surizet;42600;MONTBRISON;www.ville-montbrison.fr;-;344;-;86;-;-
26/10/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU SÉMAPHORE;route de la pointe d'agon;50230;AGON-COUTAINVILLE;www.campinglesemaphore.com;-;792;-;198;-;-
23/10/2019;CAMPING;1 étoile;TOURISME;-;CAMPING DU TERTRE;31 Route de Radonvilliers;10500;DIENVILLE;http://www.campingdutertre.fr/;-;400;-;158;-;-
18/05/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU THÉÂTRE ROMAIN;205 Chemin du Brusquet;84110;VAISON-LA-ROMAINE;http://www.camping-theatre.com;-;250;-;82;-;-
17/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU TOLERME;les landes;46210;SÉNAILLAC-LATRONQUIÈRE;http://camping-du-tolerme.com;-;148;-;37;-;-
09/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU TROMEUR;11 route du camping;29840;LANILDUT;www.tromeur.fr;-;252;-;63;-;-
17/06/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING DU TRUC VERT;ROUTE FORESTIÈRE DU TRUC VERT;33950;LÈGE-CAP-FERRET;http://www.trucvert.com/;-;1500;-;480;-;-
17/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU TRÉGOR;130 route de cosquerou;29630;PLOUGASNOU;www.campingdutregor.com;-;160;-;40;-;-
28/06/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VAL;103 RUE DES HÔPITAUX;22430;ERQUY;http://www.campingduval.com/;-;480;-;120;-;-
25/10/2016;CAMPING;4 étoiles;LOISIRS;-;CAMPING DU VAL D'AUTHIE;4 Route de Berck;62390;TOLLENT;http://www.campingduvaldauthie.fr/;-;788;-;197;-;-
06/11/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU VAL D'OISE;3 Rue du Mont d'Origny;02580;ÉTRÉAUPONT;https://www.campingduvaldoisern2.com/;-;160;-;40;-;-
10/07/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU VAL D'OUST;Rue de Saint-Gouvry;56580;ROHAN;http://www.rohan.fr/;-;180;-;45;-;-
11/09/2017;CAMPING;5 étoiles;LOISIRS;-;CAMPING DU VAL DE BONNAL;1 chemin du moulin;25680;BONNAL;http://camping-valdebonnal.com;-;1088;-;272;-;-
07/10/2020;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VAL DE BRAYE;25 rue du Val de Braye;72310;BESSÉ-SUR-BRAYE;https://campingmunicipal-duvaldebraye.jimdofree.com/;-;304;-;76;-;-
29/09/2015;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VAL DE SAINE;58 Grande Rue;39460;FONCINE-LE-HAUT;http://www.camping-haut-jura.com/;-;200;-;50;-;-
04/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VAL JOYEUX;Route De Bourgueil;37330;CHÂTEAU-LA-VALLIÈRE;www.campingduvaljoyeux.fr;-;208;-;52;-;-
14/11/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VALENTIN;Vieille Route des Eaux-Bonnes;64440;LARUNS;http://www.ossau-camping-valentin.com;-;400;-;130;-;-
03/08/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VALJOLY;Maison du Valjoly;59132;EPPE-SAUVAGE;http://www.valjoly.com/hebergements/;-;728;-;182;-;-
12/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU VIADUC;1645 Boulevard des Lucioles;83530;ANTHEOR;http://camping-viaduc.fr;-;276;-;69;-;-
14/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VIADUC;Le Ribeyrès;15290;LE ROUGET-PERS;http://www.camping-cantal.com/;-;260;-;65;-;-
12/07/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING DU VIADUC;121 avenue de millau plage;12100;MILLAU;http://www.camping-du-viaduc.com;-;705;-;234;-;-
18/05/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VIEUX CHÂTEAU;BLABOT;33420;RAUZAN;http://www.vieuxchateau.fr;-;270;-;77;-;-
13/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VIEUX CHÂTEAU;avenue du Vieux Tharon;44730;SAINT-MICHEL-CHEF-CHEF;http://www.camping-duvieuxchateau.com;-;101;-;74;-;-
17/08/2018;CAMPING;4 étoiles;TOURISME;-;CAMPING DU VIEUX MOULIN;chemin des bergivaux;72340;LA CHARTRE-SUR-LE-LOIR;http://camping-duvieuxmoulin.com;-;243;-;81;-;-
23/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU VIEUX MOULIN;3 RUE DU VIEUX MOULIN;48320;ISPAGNAC;http://www.campinglevieuxmoulin.com;-;132;-;33;-;-
04/07/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU VIEUX MOULIN;15 route du moulin;33590;VENSAC;http://www.campingduvieuxmoulin.fr/;-;800;-;218;-;-
24/10/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU VIEUX VERGER   TY-NOUL;20 Keroren Raguénez;29920;NÉVEZ;http://www.campingduvieuxverger.com;-;436;-;109;-;-
31/05/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VILLAGE DE GOULE;1 route de goule;18210;BESSAIS-LE-FROMENTAL;http://www.village-de-goule.com/orki/view/43/le-camping.html;-;232;-;58;-;-
28/08/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU VILLAGE OCÉANIQUE;Chemin des Peux Blancs;17580;LE BOIS-PLAGE-EN-RÉ;http://www.touristravacances.com/village-vacances-ile-de-re.html;-;444;-;111;-;-
31/10/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DU VILLARD;Le Villard;04170;THORAME-BASSE;www.campingduvillard.com;-;240;-;60;-;-
03/05/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU VOUGOT;route de Prat Ledan;29880;PLOUGUERNEAU;http://www.campingduvougot.com;-;90;-;55;-;-
17/10/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DUGUESCLIN;rue de tannée;35350;SAINT-COULOMB;http://www.camping-duguesclin.com;-;160;-;40;-;-
21/09/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DUN-LE-PALESTEL;2 Promenade Maurice Rollinat;23800;DUN-LE-PALESTEL;Www.campingdunlepalestel.fr;-;176;-;44;-;-
30/03/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DUNA MUNGUY;881 Chemin de Duhartia;64500;SAINT-JEAN-DE-LUZ;http://www.camping-dunamunguy.com;-;151;-;32;-;-
21/06/2019;CAMPING;4 étoiles;TOURISME;-;CAMPING DUNES ET SOLEIL;380 chemin de l'Airette;34340;MARSEILLAN;https://www.marseillan-camping.fr/;-;712;-;178;-;-
03/07/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DURANCE LUBÉRON;DOMAINE DU VERGON;13370;MALLEMORT;http://www.campingduranceluberon.com;-;540;-;135;-;-
25/09/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DÉFIPLANET AU DOMAINE DE DIENNÉ;La boquerie;86410;DIENNÉ;https://www.defiplanet.com/sejours-insolites/hebergements/nature/camping/;-;92;-;31;-;-
05/07/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DÉPARTEMENTAL DE BAYE;Baye;58110;BAZOLLES;www.activital.net;-;204;-;51;-;-
03/06/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DÉTENTE AUX CABANES;Route du stade;19700;LAGRAULIÈRE;http://www.camping-lagrauliere.com/;-;128;-;32;-;-
26/09/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DÉTENTE ET CLAPOTIS;1678 route des Chevaliers de l'An Mil;38620;MONTFERRAT;http://detente-et-clapotis.fr/;-;736;-;184;-;-
12/10/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING E CANICCE;Route d'Asco;20218;MOLTIFAO;http://www.campingecanicce.com;-;96;-;24;-;-
14/06/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING ECH'BOSQUÉ;630 rue de l'yser;80120;FORT-MAHON-PLAGE;http://www.camping-echbosque.fr;-;320;-;80;-;-
17/08/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING ECOLOIRE;Île Batailleuse;44370;LOIREAUXENCE;http://www.loireauxence.fr/culture-loisirs/camping-ecoloire/;-;400;-;100;-;-
02/08/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING EDELWEISS;Les prades;65400;ARCIZANS-DESSUS;http://www.camping-edelweiss-pyrenees.com;-;100;-;35;-;-
25/10/2016;CAMPING;3 étoiles;LOISIRS;-;CAMPING EDEN;243 chemin du Val de Pôme;06410;BIOT;https://www.camping-eden.fr/;-;544;-;136;-;-
13/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING EL MOLI;Boulevard d'Archimède;66200;ELNE;http://www.camping-el-moli.com/;-;1172;-;293;-;-
22/01/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING EL PAILLÈS;Route forestière;66340;OSSÉJA;http://camping-elpailles-pyrenees.com/;-;312;-;52;-;-
13/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ELIANA;188 rue des pommiers;73260;AIGUEBLANCHE;http://campingeliana.com;-;184;-;46;-;-
25/05/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING ELIZANBURU;Bourg de Suhare;64470;OSSAS-SUHARE;http://alphadev.gitlab.io/site-camping-elizanburu/index.html;-;108;-;27;-;-
29/06/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING ELÉOVIC;route de la pointe saint Gildas;44770;PRÉFAILLES;http://camping-eleovic.com;-;459;-;153;-;-
06/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING EN CAMPAGNE;Essubras;16420;SAINT-CHRISTOPHE;http://www.encampagne.com;-;100;-;25;-;-
30/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING EN CHON LES PINS;600 CHEMIN D'EN CHON;40600;BISCARROSSE;http://www.campingenchonlespins.com;-;450;-;89;-;-
10/07/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING EN SALVAN;Avenue du lac de Saint Ferréol;31250;VAUDREUILLE;http://www.campingensalvan.com;-;540;-;135;-;-
19/09/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING ENTRE DEUX CAPS;Rue du Honchet;22240;PLURIEN;-;-;320;-;80;-;-
17/05/2017;CAMPING;1 étoile;TOURISME;-;CAMPING ENTRE MER ET FORÊT;8 BOULEVARD DE SUZAC;17132;MESCHERS-SUR-GIRONDE;http://www.entre-mer-et-foret.com;-;600;-;199;-;-
27/03/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ENTRE PIERRES ET MER;Route de Lochrist;29790;PONT-CROIX;www.camping-entrepierresetmer.com;-;364;-;91;-;-
27/03/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ENTRE TERRE ET MER;lieu-dit sapin en gam;56620;PONT-SCORFF;https://www.camping-terre-et-mer.com/;-;300;-;75;-;-
18/12/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ERMITAGE LAGON;60 Avenue de bourbon;97434;SAINT-GILLES-LES-BAINS;www.campingermitage.re;-;424;-;106;-;-
02/12/2019;CAMPING;1 étoile;TOURISME;-;CAMPING ERNELLA;LIEU-DIT ERNELLA;20251;GIUNCAGGIO;http://www.ernella.com/;-;100;-;25;-;-
31/05/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING ERREKA;370 avenue de Cumba;64210;BIDART;www.seagreen-campingerreka.com;-;716;-;179;-;-
03/07/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING ES PIBOUS;chemin de saint just;31510;SAINT-BERTRAND-DE-COMMINGES;https://www.espibous.fr;-;320;-;80;-;-
29/04/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING ESKUALDUNA;Route de la Corniche;64700;HENDAYE;http://camping-eskualduna.fr;-;1000;-;330;-;-
17/05/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING ESPACE BLUE OCÉAN;Avenue de la plage;40440;ONDRES;http://www.espaceblueocean.com;-;1000;-;247;-;-
20/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING ESPACE HERMELINE;Avenue du Plan d'eau;87230;BUSSIÈRE-GALANT;http://www.espace-hermeline.com;-;100;-;25;-;-
24/01/2019;CAMPING;2 étoiles;TOURISME;-;CAMPING ESPACE NATURE SABATOUX;Sabatoux;43260;MONTUSCLAT;www.espacenaturesabatoux.fr;-;60;-;15;-;-
04/07/2019;CAMPING;5 étoiles;LOISIRS;-;CAMPING ESPACE PYRÉNÉES LOISIRS;1 rue Artigues Ménigues;65400;LAU-BALAGNAS;-;-;200;-;27;-;-
11/05/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING ESPLANTATS;Impasse Cap de Paou;65410;SARRANCOLIN;https://www.camping-esplantats.com;-;200;-;56;-;-
23/10/2016;CAMPING;Aire naturelle;-;-;CAMPING ESPRIT NATURE;route des gorges du Tarn;12520;AGUESSAC;www.escapade-espritnature.com;-;60;-;5;-;-
21/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ESSI;15 ROUTE DE LA POINTE DE GRIGNON;17590;ARS-EN-RÉ;http://www.campingessi.com;-;552;-;138;-;-
13/07/2016;CAMPING;5 étoiles;TOURISME;-;CAMPING ESTEREL CARAVANING;4481 Avenue des Golfs;83530;AGAY;http://www.esterel-caravaning.fr;-;1600;-;495;-;-
25/10/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING ET CHALETS DU LAC D'AYDAT;16 boulevard du Lac;63970;AYDAT;http://www.camping-lac-aydat.com;-;600;-;150;-;-
17/05/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ET GITES LES BAINS;15 avenue jean mermoz;58360;SAINT-HONORÉ-LES-BAINS;http://campinglesbains.com;-;400;-;130;-;-
05/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ET GÎTE D'ECOUVES;Les Noyers;61250;RADON;www.ecouves.net;-;144;-;36;-;-
27/03/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING ET GÎTE LE PONTET;2481 Route De Notre Dame de La Gorge;74170;LES CONTAMINES-MONTJOIE;campinglepontet.fr;-;540;-;154;-;-
06/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ET VILLAGE CHALETS DU BREUIL;11 rue des Eurimants;71140;BOURBON-LANCY;http://www.aquadis-loisirs.com/camping-et-village-chalets-du-breuil/;-;280;-;70;-;-
23/03/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING ETCHE ZAHAR;175 Allée de Mesplès;64240;URT;http://www.etche-zahar.fr;-;80;-;47;-;-
13/07/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING EURONAT CENTRE NATURISTE;Lieu-Dit Dépée;33590;GRAYAN-ET-L'HÔPITAL;http://www.euronat.fr;-;4200;-;1400;-;-
12/07/2017;CAMPING;4 étoiles;LOISIRS;-;CAMPING EUROPA;LE PETIT BOIS;85800;GIVRAND;http://www.europacamp.com;-;1012;-;253;-;-
28/08/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING EUROPA;1444 route d'Albertville;74410;SAINT-JORIOZ;www.camping-europa.com;-;768;-;192;-;-
26/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING EUROPE;le chambon;19400;MONCEAUX-SUR-DORDOGNE;http://www.camping-europe.fr/;-;400;-;100;-;-
13/11/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING EUROPE;Route de Pietrosella;20166;PIETROSELLA;www.campingeurope.fr;-;350;-;150;-;-
24/08/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING EUROPÉEN DE LA PLAGE;5 route de port la forêt;29940;LA FORÊT-FOUESNANT;www.campingdelaplage-kerleven.com;-;240;-;60;-;-
16/10/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING EUROSOL;route de la Plage;40560;VIELLE-SAINT-GIRONS;http://www.camping-eurosol.com;-;2040;-;510;-;-
07/06/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING FAGAMIS L'OASIS;82 avenue des Alberes;66740;SAINT-GÉNIS-DES-FONTAINES;http://www.fagamis.fr/;-;280;-;71;-;-
01/08/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FAMILIAL LES CHALETS D'UZA;1101 rue de Saint Julien en Born;40170;UZA;www.chaletsduza.fr;-;68;-;17;-;-
10/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FAMILIAL LES MÛRIERS;4 avenue des mûriers;34420;PORTIRAGNES - PLAGE;http://lesmuriers.apasev.fr;-;712;-;177;-;-
13/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FARGOGNE;Lieu-dit Fargogne;82800;PUYGAILLARD-DE-QUERCY;http://WWW.FARGOGNE.COM;-;108;-;27;-;-
12/05/2016;CAMPING;5 étoiles;TOURISME;-;CAMPING FARRET;Chemin des rosses;34450;VIAS;http://www.camping-farret.com;-;1270;-;332;-;-
22/06/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING FAUTAIS;18 route de la Tranche;85460;LA FAUTE-SUR-MER;http://www.campingfautais.com;-;150;-;50;-;-
08/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FERME DE LA BRAUGE;LA BRAUGE;24620;TURSAC;http://www.ferme-labrauge.com;-;110;-;27;-;-
22/12/2017;CAMPING;1 étoile;LOISIRS;-;CAMPING FERME DE LA MULE;1 Chemin la Mule;31790;SAINT-SAUVEUR;-;-;128;-;32;-;-
14/02/2018;CAMPING;1 étoile;TOURISME;-;CAMPING FERME DE MALASSISE;Départementale 402;77610;FONTENAY-TRÉSIGNY;-;-;60;-;15;-;-
16/07/2015;CAMPING;4 étoiles;TOURISME;-;CAMPING FERME DE PRUNAY;prunay;41150;SEILLAC;prunay.fr;-;500;-;99;-;-
07/11/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FERME DE SIMONDON;370 chemin de Simondon;07300;PLATS;http://www.restaurant-gite-camping-simondon.fr/;-;108;-;27;-;-
12/07/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING FERME DES CAMPAGNES;les campagnes;46500;ROCAMADOUR;http://www.campingfermebranche.com/;-;200;-;50;-;-
01/08/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FERME DES TUILERIES;1 rue des tuileries;67860;RHINAU;http://www.fermedestuileries.com/;-;620;-;155;-;-
23/05/2019;CAMPING;1 étoile;LOISIRS;-;CAMPING FERME DU MANOIR ÉTRETAT;2 route de Saint Clair;76790;BORDEAUX-SAINT-CLAIR;http://www.fermedumanoir-etretat.fr/;-;152;-;38;-;-
04/08/2020;CAMPING;2 étoiles;TOURISME;-;CAMPING FERME HAY DAY;Lieu dit Les Fontenelles;14710;ASNIÈRES-EN-BESSIN;https://www.fermehayday.com;-;60;-;20;-;-
28/08/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FERRAND;La Thuillère;73610;LÉPIN-LE-LAC;http://camping-aiguebelette-ferrand.com/;-;740;-;185;-;-
05/12/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FICAJOLE;ancienne route royale;20230;TAGLIO-ISOLACCIO;http://www.pour-les-vacances.com/site-11593/;-;100;-;25;-;-
16/07/2015;CAMPING;3 étoiles;TOURISME;-;CAMPING FIEF MELIN;rue des alizés;17480;CHATEAU D'OLERON;http://www.campingfiefmelin.com;-;432;-;144;-;-
12/12/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FIGUROTTA;ROUTE DE NARBONNE;11200;BIZANET;http://www.camping-figurotta.com;-;240;-;60;-;-
30/06/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING FILAMENT;route de Lasalle;30140;THOIRAS;https://www.capfun.com/camping-france-languedoc_roussillon-domaine_de_filament-FR.html;-;1200;-;220;-;-
20/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FLEUR DE BRIÈRE;route d'herbignac;44410;SAINT-LYPHARD;www.campingfleurdebriere.com;-;368;-;92;-;-
21/09/2018;CAMPING;4 étoiles;TOURISME;-;CAMPING FLEUR DE CAMARGUE;départementale 46;30220;SAINT-LAURENT-D'AIGOUZE;https://www.capfun.com/camping-france-languedoc_roussillon-fleur_de_camargue-FR.html;-;800;-;200;-;-
17/08/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING FLEUR D’OLÉRON;1 rue des vignes;17310;SAINT-PIERRE-D'OLÉRON;www.camping-fleur-oleron.com;-;412;-;103;-;-
13/11/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FLEURI;ROUTE DE NEVEZ;29910;TRÉGUNC;www.campingfleuri.com;-;356;-;89;-;-
28/06/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING FLEURS DES CHAMPS;le Coudinier;17120;ARCÈS-SUR-GIRONDE;http://campingfdc.com;-;220;-;55;-;-
10/05/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FLORAL;75 Route Nationale 7;26740;LA COUCOURDE;http://www.campingfloral.com;-;90;-;30;-;-
27/04/2018;CAMPING;1 étoile;LOISIRS;-;CAMPING FOCANARD;21 rue de monacu;80360;HEM-MONACU;-;-;44;-;11;-;-
04/10/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING FONDATION MAISON DE LA GENDARMERIE ARGELÈS SUR MER;Route de Collioure;66700;ARGELÈS-SUR-MER;https://www.fondationmg.fr/component/content/article/13-sejour-adulte/65-argeles-sur-mer;-;276;-;69;-;-
09/11/2016;CAMPING;3 étoiles;LOISIRS;-;CAMPING FONDATION MAISON DE LA GENDARMERIE HENDAYE;5 Rue Ansoenia;64700;HENDAYE;https://www.fondationmg.fr/component/content/article/13-sejour-adulte/66-hendaye2;-;400;-;95;-;-
16/10/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING FONT DE MERLE;Le Fraissinet;30110;BRANOUX-LES-TAILLADES;www.camping-fontdemerle.com;-;260;-;65;-;-
07/11/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FONT NEUVE;660 chemin de l'Annonciade;84570;MALEMORT-DU-COMTAT;http://www.campingfontneuve.com;-;260;-;65;-;-
05/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FONTAINE DU ROC;Les moulaties dévillac;47210;DÉVILLAC;http://www.fontaineduroc.fr/fr/;-;264;-;66;-;-
26/04/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FONTAINE-VIEILLE;4 Boulevard du Colonel Wurtz;33510;ANDERNOS-LES-BAINS;http://www.fontaine-vieille.com/;-;2400;-;664;-;-
30/05/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING FONTENOY;ROUTE DE SAINT-LOUP;88240;FONTENOY-LE-CHÂTEAU;www.campingfontenoy.com;-;28;-;66;-;-
17/10/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FORCALQUIER LES ROUTES DE PROVENCE;Route de sigonce;04300;FORCALQUIER;https://www.camping-forcalquier.com;-;504;-;126;-;-
01/10/2020;CAMPING;3 étoiles;TOURISME;-;CAMPING FORESTIER HUTTOPIA LANMARY;Route départementale 69;24420;ANTONNE-ET-TRIGONANT;https://europe.huttopia.com/site/village-lanmary/;-;500;-;140;-;-
10/10/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING FORT ROYER;La Perrotine;17310;SAINT-PIERRE-D'OLÉRON;-;-;504;-;126;-;-
01/03/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING FRAITEUX;81 RUE DU CAMPING;88370;PLOMBIÈRES-LES-BAINS;camping-fraiteux.com;-;144;-;36;-;-
07/04/2016;CAMPING;5 étoiles;TOURISME;-;CAMPING FRAM NATURE SOUSTONS;63 AVENUE DE PORT D'ALBRET;40140;SOUSTONS;http://www.camping-nature-soustons.fr;-;1000;-;257;-;-
10/10/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FRANCE FLORIDE;Chemin des blanquettes;34450;VIAS;http://www.camping-france-floride.fr/;-;720;-;180;-;-
15/06/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING FRANCE MONTCOCU;rue des lèzes;36270;BARAIZE;aubergedelaplage-baraize.fr;-;104;-;26;-;-
13/07/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING FRÉDÉRIC MISTRAL;12 AVENUE FRÉDÉRIC MISTRAL;04120;CASTELLANE;http://www.camping-frederic-mistral.fr;-;180;-;66;-;-
31/01/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING FUNTANA A L'ORA;ROUTE D'ÉVISA;20150;OTA;funtanaalora.fr;-;450;-;76;-;-
07/11/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING FÉLIX DE LA BASTIDE;Allée de la Plage d'Arthur;13920;SAINT-MITRE-LES-REMPARTS;www.campingfelix.com;-;400;-;100;-;-
16/11/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING GADEMONT PLAGE;2 gademont;88640;GRANGES-SUR-VOLOGNE;http://www.camping-gademont-plage.com/;-;360;-;90;-;-
15/09/2015;CAMPING;3 étoiles;TOURISME;-;CAMPING GARGANVILLAND;2315 route d'angeville;82100;GARGANVILLAR;www.garganvilland.com;-;320;-;80;-;-
06/11/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING GASCON LE LUY;288 route de Baa;40180;SEYRESSE;www.campingleluy.com;-;192;-;48;-;-
01/08/2018;CAMPING;1 étoile;TOURISME;-;CAMPING GASTON MARCHAND;rue de la roche;45140;SAINT-JEAN-DE-LA-RUELLE;http://www.ville-saintjeandelaruelle.fr/connaitre-ville/saint-jean-la-ruelle-etc/le-cadre-vie/le-camping-municipal-gaston-marchand_53.html!article=88;-;128;-;32;-;-
01/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU AGON COUTAINVILLE;le passous;50230;AGON-COUTAINVILLE;http://www.gcu.asso.fr/terrains/coutainville-manche-50;-;816;-;136;-;-
23/11/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU AIGUEBELETTE;Les Grands Prés;73610;AIGUEBELETTE-LE-LAC;-;-;594;-;99;-;-
31/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU AIGUILLES;Route départementale 947;05470;AIGUILLES;https://www.gcu.asso.fr/terrains/aiguilles-hautes-alpes-05;-;240;-;60;-;-
18/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU ALBOUSSIÈRE;Le Village;07440;ALBOUSSIÈRE;-;-;264;-;66;-;-
04/09/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU ARRENS;17 rue du Mauhourat;65400;ARRENS-MARSOUS;-;-;240;-;60;-;-
09/07/2019;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU AUVERS-SUR-OISE;chemin de Bellerive;95430;AUVERS-SUR-OISE;http://www.gcu.asso.fr;-;90;-;30;-;-
10/07/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING GCU BLAESHEIM;rue de la Tour;67113;BLAESHEIM;http://www.gcu.asso.fr/terrains/blaesheim-bas-rhin-67;-;200;-;50;-;-
